,List No,Item No,UPC Code,Manufacturer No,Manufacturer,Category,Category Path 1,Category Path 2,Category Path 3,Product Name,Price(USD),Cost price,Inventory,Shipping,Profit,STOCK TYPE,Date,In Stock,weight(lb),Qty_Remaining,Soldout/not,Sold_day,Sold,SaleRate,Blowout
575,1020,MB-TZ390PG,1.93E+11,TUF Z390-PRO GAMING,ASUS,Socket 1151,Component,Motherboard,Desktop,Asus TUF Z390-PRO GAMING LGA1151/ Intel Z390/ DDR4/ Quad-GPU CrossFireX & 2-Way SLI/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard,163.49,122.6175,21,2.5,38.3725,Recurring,01-Jan-19,Y,3.11,0,Sold,17,21,1.235294118,17
576,3450,SY-X50V6B,8.88E+11,X50V6 (BLACK),Shuttle,Desktop Barebone,Component,Barebone,Desktop Barebone,Shuttle X50V6 15.6 inch Intel Celeron 3865U 1.8GHz/ DDR4/ USB 3.0/ A&V&GbE/ All-in-One Touchscreen PC Barebone (Black),430.5,322.875,21,2.5,105.125,Recurring,01-Jan-19,Y,8,0,Sold,17,21,1.235294118,17
577,1720,AS-PA27AC,8.89E+11,PA27AC,ASUS,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Asus PA27AC 27 inch Widescreen 100,000,000:1 5ms HDMI/DisplayPort/USB LED LCD Monitor, w/ Speakers (Gray)",707.25,530.4375,21,10,166.8125,Recurring,01-Jan-19,Y,25.4,0,Sold,17,21,1.235294118,17
578,3273,MSI-P65442,8.24E+11,P65442,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI P65 Creator 8RF-442 15.6 inch Intel Core i7-8750H 2.2GHz/ 16GB DDR4/ 256GB SSD / GTX 1070/ USB3.1/ Windows 10 Pro Ultrabook (White with Gold Diamond cut),2038.73,1529.0475,21,3.5,506.1825,Recurring,01-Jan-19,Y,11.9,0,Sold,17,21,1.235294118,17
579,748,MSI-INF270,8.24E+11,INFINITEX270,MSI,Desktop System,PC & Laptop,Desktop System,,MSI Infinite X Plus 9SF-270US Intel Core i9-9900K 3.6GHz/ 32GB DDR4/ 2TB HDD + 512GB SSD/ RTX 2080 Ti VENTUS/ Windows 10 Pro Desktop PC (Black-RGB),2909.98,2182.485,21,10,717.495,Recurring,01-Jan-19,Y,33.07,0,Sold,17,21,1.235294118,17
580,1911,CA-G-140MM,8.37E+11,G-140MM,Apevia,Case Fan Accessory,Component,Fan & Heatsink,Case Fan Accessory,Apevia G-140MM 140mm Fan Grill - 2 Pack,3.84,2.88,16,0,0.96,Recurring,01-Jan-19,Y,0.2,0,Sold,17,16,0.941176471,17
581,3147,PX-512M8VC,,PX-512M8VC,Plextor,SATA3,Component,Solid State Drive,SATA3,Plextor M8V 512GB 2.5 inch SATA3 Solid State Drive (TLC) ,78.93,59.1975,16,2.5,17.2325,Recurring,01-Jan-19,Y,0.2,0,Sold,17,16,0.941176471,17
582,317,S3510B240G,7.36E+11,SSDSC2BB240G601,Intel,SATA3,Component,Solid State Drive,SATA3,Intel DC S3510 Series SSDSC2BB240G601 240GB 2.5 inch SATA3 Solid State Drive (MLC),173.23,129.9225,16,2.5,40.8075,Recurring,01-Jan-19,Y,0.25,0,Sold,17,16,0.941176471,17
583,3127,SSD545K01T,7.36E+11,SSDSC2KW010T8X1,Intel,SATA3,Component,Solid State Drive,SATA3,Intel 545s Series SSDSC2KW010T8X1 1.024TB 2.5 inch SATA3 Solid State Drive (3D TLC),193.73,145.2975,16,2.5,45.9325,Recurring,01-Jan-19,Y,0.32,0,Sold,17,16,0.941176471,17
584,2407,CA-MCP56ON,6.72E+11,MCP-290-00056-0N,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,"Supermicro MCP-290-00056-ON 1U Short Outer Rail Set-Quick for 1U 17.2"" W Chassis",37.93,28.4475,3,2.5,6.9825,Recurring,01-Jan-19,L,2.59,0,Sold,19,3,0.157894737,19
585,2593,PS-SFX450,8.45E+11,ST45SF,SilverStone,Desktop,Component,Power Supply,Desktop,SilverStone SFX Series ST45SF 450W 80 PLUS Bronze SFX Power Supply (Black),66.11,49.5825,5,2.5,14.0275,Recurring,01-Jan-19,Y,4,0,Sold,19,5,0.263157895,19
586,1428,SYN-VR1218,8.47E+11,NVR1218,Synology,Surveillance,Component,NAS / DAS / SAN,NAS,Synology Network Video Recorder NVR1218 w/ 12-Channel IP Cameras Support,211.66,158.745,5,2.5,50.415,Recurring,01-Jan-19,Y,4.41,0,Sold,19,5,0.263157895,19
587,4041,CA-743T5B,6.72E+11,CSE-743T-500B,Supermicro,4U,Component,Server,Server Chassis,Supermicro CSE-743T-500B 500W 4U Tower/Rackmount Server Chassis (Black),293.15,219.8625,5,10,63.2875,Recurring,01-Jan-19,Y,57,0,Sold,19,5,0.263157895,19
588,3468,MB-X11SRA,,MBD-X11SRA-O,Supermicro,Others,Component,Motherboard,Server,Supermicro MBD-X11SRA-O LGA2066/ Intel C422/ DDR4/ SATA3&USB3.1/ A&2GbE/ ATX Server Motherboard,297.25,222.9375,5,2.5,71.8125,Recurring,01-Jan-19,Y,5,0,Sold,19,5,0.263157895,19
589,3472,MB-X11SAT,6.72E+11,X11SAT-O,Supermicro,LGA 1151,Component,Motherboard,Server,Supermicro X11SAT-O LGA1151/ Intel C236/ DDR4/ SATA3&USB3.1/ M.2/ A&2GbE/ ATX Motherboard,301.35,226.0125,5,2.5,72.8375,Recurring,01-Jan-19,Y,5,0,Sold,19,5,0.263157895,19
590,1124,MB-X10DALB,6.72E+11,X10DAL-I-B,Supermicro,LGA 2011,Component,Motherboard,Server,Supermicro X10DAL-I-B Dual LGA2011/ Intel C612/ DDR4/ SATA3&USB3.0/ A&2GbE/ ATX Server Motherboard,305.96,229.47,5,2.5,73.99,Recurring,01-Jan-19,Y,5,0,Sold,19,5,0.263157895,19
591,3879,FAN-V12FW7,1.93E+11,CF-V12FW,Cougar,120mm,Component,Fan & Heatsink,Case Fan,Cougar Hydraulic Vortex FW 120 mm White LED Cooling Fan,9.74,4.74,25,2.5,2.5,Recurring,01-Jan-19,Y,0.5,0,Sold,19,25,1.315789474,19
592,2648,FAN-UC8EB,8.16E+11,UC-8EB,Enermax,80mm,Component,Fan & Heatsink,Case Fan,Enermax Marathon Enlobal UC-8EB 80mm Case Fan,7.17,2.17,23,0,5,Recurring,01-Jan-19,Y,1,0,Sold,19,23,1.210526316,19
593,2088,SUG-PE6U2,7.31E+11,PE6U2,APC,Surge Protection,Component,Power Protection / UPS,Surge Protection,APC PE6U2 Essential SurgeArrest 6 Outlets/ 120V/ 6 ft/ 1080 Joules Surge Protector w/ 2x USB Charging Ports,18.19,13.6425,24,2.5,2.0475,Recurring,01-Jan-19,Y,1.41,0,Sold,19,24,1.263157895,19
594,1808,NEC-E241NB,8.06E+11,E241N-BK,NEC Display Solutions,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"NEC MultiSync E241N-BK 23.8 inch Widescreen 1,000:1 6ms VGA/HDMI/DisplayPort LED LCD Monitor, w/ Speakers (Black)",224.48,168.36,27,3.5,52.62,Recurring,01-Jan-19,Y,16.55,0,Sold,19,27,1.421052632,19
595,2102,UPS-BR13MS,7.31E+11,BR1350MS,APC,UPS,Component,Power Protection / UPS,UPS,APC Back UPS Pro BR1350MS 10-Outlet 810W/1350VA LCD UPS System,162.98,122.235,30,10,30.745,Recurring,01-Jan-19,Y,30,0,Sold,19,30,1.578947368,19
596,474,ST3U56GR4,8.78E+11,ST3U56GR4,SUPER TALENT,USB 3.0 ,Component,USB Drive,USB 3.0,Super Talent 256GB Express RC4 USB 3.0 Flash Drive (MLC),285.97,214.4775,33,2.5,68.9925,Recurring,01-Jan-19,Y,0.15,0,Sold,19,33,1.736842105,19
597,3179,E5-1680V4,,CM8066002044401,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon E5-1680 v4 Eight-Core Broadwell Processor 3.4 GHz 0GT/s 20MB LGA 2011-3 CPU, OEM",1670.75,1253.0625,17,2.5,415.1875,Liquidation,01-Jan-19,Y,0.13,0,Sold,19,17,0.894736842,19
598,1082,MB-A320MPV,8.24E+11,A320MPM2V2,MSI,Socket AM4,Component,Motherboard,Desktop,MSI A320M PRO-M2 V2 Socket AM4/ AMD A320/ DDR4/ SATA3&USB3.1/ M.2/ A&GbE/ MicroATX Motherboard,69.7,52.275,18,2.5,14.925,Recurring,01-Jan-19,Y,2.1,0,Sold,19,18,0.947368421,19
599,1019,MB-PRZ390A,1.93E+11,PRIME Z390-A,ASUS,Socket 1151,Component,Motherboard,Desktop,Asus PRIME Z390-A LGA1151/ Intel Z390/ DDR4/ Quad CrossFireX & Quad SLI/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard,184.5,138.375,18,2.5,43.625,Recurring,01-Jan-19,Y,2.23,0,Sold,19,18,0.947368421,19
600,1524,CA-FANS12,8.45E+11,SF12025L,Vantec,120mm,Component,Fan & Heatsink,Case Fan,Vantec SF12025L 120mm Quiet Case Fan,11.02,8.265,19,2.5,0.255,Recurring,01-Jan-19,Y,0.54,0,Sold,19,19,1,19
601,2702,PS-MPY65AF,8.84E+11,MPY-6501-AFAAG-US,Cooler Master,Desktop,Component,Power Supply,Desktop,Cooler Master MWE Gold 650 Fully Modular MPY-6501-AFAAG-US 650W 80 PLUS Gold ATX 12V V2.31 Power Supply w/ Active PFC,90.71,68.0325,19,2.5,20.1775,Recurring,01-Jan-19,Y,6,0,Sold,19,19,1,19
602,3453,MB-C236MWS,,C236M WS,ASRock Rack,LGA 1151,Component,Motherboard,Server,ASRock Rack C236M WS LGA1151/ Intel C236/ DDR4/ SATA3USB3.0/ M.2/ A&2GbE/ MicroATX Server Motherboard,203.98,152.985,19,2.5,48.495,Recurring,01-Jan-19,Y,5,0,Sold,19,19,1,19
603,1892,PS-SN900W,8.37E+11,ATX-SN900W,Apevia,Desktop,Component,Power Supply,Desktop,Apevia Signature ATX-SN900W 900W 80 PLUS Bronze ATX12V v2.3 Power Supply,60.47,45.3525,20,2.5,12.6175,Recurring,01-Jan-19,Y,4.5,0,Sold,19,20,1.052631579,19
604,3271,MSI-P65021,8.24E+11,P65021,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI P65 Creator 8RD-021 15.6 inch Intel Core i7-8750H 2.2GHz/ 16GB DDR4/ 256GB SSD / GTX 1050TI/ USB3.1/ Windows 10 Pro Ultrabook (Aluminum Silver),1372.48,1029.36,20,2.5,340.62,Liquidation,01-Jan-19,Y,6.85,0,Sold,19,20,1.052631579,19
605,1652,PL-L2230MW,8.11E+11,997-7039-00,Planar,Touch Screen LCD/LED,Component,Monitor & Display & TV,Touch Screen LCD/LED,"Planar PXL2230MW 22 inch 1,000:1 5ms VGA/DVI/HDMI/USB Touchscreen LED LCD Monitor, w/ Speakers (Black)",199.87,149.9025,23,3.5,46.4675,Recurring,01-Jan-19,Y,15.9,0,Sold,19,23,1.210526316,19
606,3610,GV-206IXO6,8.9E+11,GV-N2060IXOC-6GD,GIGABYTE,Nvidia,Component,Video Card,PCI Express Video Card,GIGABYTE NVIDIA GeForce RTX 2060 MINI ITX OC 6G GDDR6 HDMI/3DisplayPort PCI-Express Video Card,353.62,265.215,26,2.5,85.905,Recurring,01-Jan-19,Y,3,0,Sold,19,26,1.368421053,19
607,703,AS-GM501XS,8.89E+11,GM501GS-XS74,ASUS,Ultrabook,PC & Laptop,Ultrabook,,Asus GM501GS-XS74 15.6 inch Intel Core i7-8750H 2.2GHz/ 16GB DDR4/ 1TB SSHD + 256GB PCIE SSD/ GTX 1070/ USB3.1/ Windows 10 Professional Ultrabook (ROG Metallic Black),2192.48,1644.36,26,3.5,544.62,Recurring,01-Jan-19,Y,11,0,Sold,19,26,1.368421053,19
608,609,EV-A41001,,A41-001 BLACK,Evouni,Mobile Accessory,Electronics,Accessory,,Evouni A41-001 Leather Hard Case for iPhone (Black),13.33,9.9975,1,2.5,0.8325,Recurring,01-Jan-19,L,0.5,0,Sold,19,1,0.052631579,19
609,2196,CA-ALCEKR7,8.86E+11,BFX-ALC-EXTKR-RP,BitFenix,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Bitfenix Alchemy 2.0 Extension Cable Kit - Black/ Red (BFX-ALC-EXTKR-RP),25.62,19.215,5,2.5,3.905,Recurring,01-Jan-19,Y,1,0,Sold,19,5,0.263157895,19
610,172,HX426FB_4,7.41E+11,HX426C15FB/4,Kingston,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Kingston HyperX Fury Black HX426C15FB/4 DDR4-2666 4GB/512Mx64 CL15 Memory,32.8,24.6,1,2.5,5.7,Recurring,01-Jan-19,L,0.13,0,Sold,19,1,0.052631579,19
611,3166,STT128GBLT,8.41E+11,STT128GBLT,SUPER TALENT,USB 3.0 ,Component,USB Drive,USB 3.0,Super Talent 128GB Flash Drive For use with Lightning+USB 3.0,46.12,34.59,5,0,11.53,Recurring,01-Jan-19,Y,0.06,0,Sold,19,5,0.263157895,19
612,81,W160EA4GHL,,W160EA4GHL(SZ),SUPER TALENT,Server DDR3,Component,DRAM Memory,Server DRAM,Super Talent DDR3-1600 4GB ECC Hynix Chip Server Memory,48.18,36.135,5,0,12.045,Recurring,01-Jan-19,Y,0.1,0,Sold,19,5,0.263157895,19
613,50,F24UA8GM,,F24UA8GM,SUPER TALENT,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Super Talent DDR4-2400 8GB/1Gx8 CL17 Micron Chip Memory,56.37,42.2775,4,0,14.0925,Recurring,01-Jan-19,Y,0.1,0,Sold,19,4,0.210526316,19
614,1805,NEC-E241FH,8.06E+11,EA241F-H-BK,NEC Display Solutions,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"NEC MultiSync EA241F-H-BK 24 inch Widescreen 1,000:1 5ms VGA/DVI/HDMI/DisplayPort/USB LED LCD Monitor w/o Stand, w/ Speakers (Black) ",297.25,222.9375,4,3.5,70.8125,Recurring,01-Jan-19,Y,13,0,Sold,19,4,0.210526316,19
615,1793,SAM-DM32E,8.06E+11,DM32E,Samsung,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Samsung DM-E Series DM32E 32 inch 5000:1 8ms Composite/Component/VGA/DVI/HDMI/RJ45/USB LED LCD Monitor, w/ Built-in Wifi & TV Tuner & Speakers (Black)",593.47,445.1025,4,3.5,144.8675,Recurring,01-Jan-19,Y,13,0,Sold,19,4,0.210526316,19
616,3154,SM8831T9,,MZ7KH1T9HAJR-00005,Samsung,SATA3,Component,Solid State Drive,SATA3,Samsung SM883 Series 1.92 TB 2.5 inch SATA3 Solid State Drive,656,492,8,2.5,161.5,Recurring,01-Jan-19,Y,0.24,0,Sold,19,8,0.421052632,19
617,1812,NEC-V404,8.06E+11,V404,NEC Display Solutions,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"NEC V404 40 inch Large Screen 4,000:1 DVI/HDMI/DisplayPort/ LED LCD Monitor, w/ Speakers",945.97,709.4775,4,10,226.4925,Recurring,01-Jan-19,Y,40,0,Sold,19,4,0.210526316,19
618,4077,CA-MCP2694,6.72E+11,MCP-260-00094-0N,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro MCP-260-00094-0N 1U I/O Shield for X11SSZ with EMI Gasket in CSE-512/813,10.76,8.07,3,2.5,0.19,Recurring,01-Jan-19,L,0.5,0,Sold,19,3,0.157894737,19
619,2078,FAN-BGB905,8.54E+11,B-BLASTER 90X38,Bgears,90mm,Component,Fan & Heatsink,Case Fan,Bgears B-BLASTER 90mm x 38 Case Fan,10.25,7.6875,3,2.5,0.0625,Recurring,01-Jan-19,L,0.4,0,Sold,19,3,0.157894737,19
620,2068,FAN-BGP123,8.54E+11,B-PWM 120 BLUE 2BALL,Bgears,120mm,Component,Fan & Heatsink,Case Fan,Bgears B-PWM 120mm Blue LED PWM Case Fan,10.05,7.5375,3,2.5,0.0125,Recurring,01-Jan-19,L,0.43,0,Sold,19,3,0.157894737,19
621,1469,ST-C5_25YL,,UTP-4P5E-25YEL,iMicro,Ethernet Cable,Component,Cable,Cat5 Cable,iMicro UTP-4P5E-25YEL 25ft CAT5e Cable (Yellow),5.64,0.64,3,0,5,Recurring,01-Jan-19,L,0.62,0,Sold,19,3,0.157894737,19
622,2601,CA-BTSW2,8.45E+11,PP07-BTSW,SilverStone,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Silverstone PP07-BTSW 4pin to 4SATA PSU Cable (White),8.97,3.97,3,2.5,2.5,Recurring,01-Jan-19,L,1,0,Sold,19,3,0.157894737,19
623,3878,FAN-V12FR5,1.93E+11,CF-V12FR,Cougar,120mm,Component,Fan & Heatsink,Case Fan,Cougar Hydraulic Vortex FR 120 mm Red LED Cooling Fan,9.74,4.74,3,2.5,2.5,Recurring,01-Jan-19,L,0.5,0,Sold,19,3,0.157894737,19
624,1339,TP-WN725N,8.46E+11,TL-WN725N,TP-Link,Wireless Network Adapter,Component,Networking,Wireless Networking,TP-Link TL-WN725N 150Mbps Wireless N Nano USB Adapter ,12.81,9.6075,3,2.5,0.7025,Recurring,01-Jan-19,L,0.17,0,Sold,19,3,0.157894737,19
625,1489,ST-PCI-POW,9E+11,POW-ADT-PCIE,iMicro,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,iMicro PICE-POWER 2x 4Pin Molex Male to 6Pin Molex Female Cable For Power Supply,3.07,2.3025,3,0,0.7675,Recurring,01-Jan-19,L,0.04,0,Sold,19,3,0.157894737,19
626,2340,CA-PBR3G6T,8.09E+11,84H341310-010,Chenbro,Accessory,Hardware & Software,Server & Workstation,Accessory,Chenbro 84H341310-010 Certified PSU Bracket,15.37,11.5275,3,2.5,1.3425,Recurring,01-Jan-19,L,0.5,0,Sold,19,3,0.157894737,19
627,452,STU8GCKBN,8.78E+11,STU8GCKBN,SUPER TALENT,8GB,Component,USB Drive,2.0 USB Drive,Super Talent 8GB Elite Series CKB USB 2.0 Flash Drive (Nickel),6.15,4.6125,3,0,1.5375,Recurring,01-Jan-19,L,0.02,0,Sold,19,3,0.157894737,19
628,2941,MPC-SPE-L,8.72E+11,MPC-SPE-L,Cougar,Mouse Pad,Component,Input & Output Device,Mouse Pad,Cougar Speed Series MPC-SPE-L Gaming Mouse Pad,20.5,15.375,3,2.5,2.625,Recurring,01-Jan-19,L,1,0,Sold,19,3,0.157894737,19
629,1526,CA-270A31K,8.45E+11,NST-270A31-BK,Vantec,External Enclosure,Hardware & Software,External Enclosure,,Vantec NexStar NST-270A31-BK 2.5 inch SATA3 to USB 3.1 External Hard Drive Enclosure,22.04,16.53,3,2.5,3.01,Recurring,01-Jan-19,L,0.52,0,Sold,19,3,0.157894737,19
630,1349,TP-SG108,8.46E+11,TL-SG108,TP-Link,Unmanaged Gigabit Switch,Component,Networking,Wired Networking,TP-Link TL-SG108 8-Port Gigabit Desktop Switch,30.75,23.0625,3,2.5,5.1875,Recurring,01-Jan-19,L,1.5,0,Sold,19,3,0.157894737,19
631,1516,BTASUSA3B,8.78E+11,BTASUSA3B,iMicro,Battery & Charger,PC & Laptop,Accessory,Battery & Charger,iMicro 8-cell Li-Ion Battery For Asus Notebook,31.78,23.835,3,2.5,5.445,Recurring,01-Jan-19,L,0.92,0,Sold,19,3,0.157894737,19
632,426,FET016MDRM,8.41E+11,FET016MDRM,SUPER TALENT,IDE/PATA,Component,Solid State Drive,IDE/PATA,Super Talent 16GB 1.3 inch IDE ZIF Solid State Drive (MLC),29.72,22.29,3,0,7.43,Recurring,01-Jan-19,L,0.06,0,Sold,19,3,0.157894737,19
633,3694,NET-GS105,6.06E+11,GS105NA,Netgear,Unmanaged Gigabit Switch,Component,Networking,Wired Networking,Netgear GS105 5-Port 10/100/1000 Gigabit Ethernet Switch,39.97,29.9775,3,2.5,7.4925,Recurring,01-Jan-19,L,1.2,0,Sold,19,3,0.157894737,19
634,2774,CA-PC390,8.36E+11,PC-390,Apex,ATX Mid Tower,Component,Case,Computer Case,APEX PC-390 300W ATX Mid Tower (Black),45.1,33.825,3,3.5,7.775,Recurring,01-Jan-19,L,15,0,Sold,19,3,0.157894737,19
635,1893,PS-PR600W,8.37E+11,ATX-PR600W,Apevia,Desktop,Component,Power Supply,Desktop,Apevia Prestige Series ATX-PR600W 600W 80 PLUS Gold ATX12V Power Supply,46.12,34.59,3,2.5,9.03,Recurring,01-Jan-19,L,4.5,0,Sold,19,3,0.157894737,19
636,1903,CA-XQBENWK,8.37E+11,X-QBER-NW-BK,Apevia,MicroATX Case,Component,Case,Computer Case,Apevia X-QBER-NW-BK No Power Supply MicroATX Case (Black),50.22,37.665,3,3.5,9.055,Recurring,01-Jan-19,L,12.5,0,Sold,19,3,0.157894737,19
637,2143,PS-SP220LE,6.78E+11,SPI220LE,Sparkle,Server,Component,Power Supply,Server,Sparkle SPI220LE 220W/250W 80 PLUS Flex ATX Switching Power Supply,47.15,35.3625,3,2.5,9.2875,Recurring,01-Jan-19,L,2,0,Sold,19,3,0.157894737,19
638,93,W1333SA4GH,,W1333SA4GH,SUPER TALENT,DDR3 1333,Component,DRAM Memory,Notebook DRAM,Super Talent DDR3-1333 SODIMM 4GB/512Mx8 CL9 Hynix Chip Notebook Memory,37.41,28.0575,3,0,9.3525,Recurring,01-Jan-19,L,0.04,0,Sold,19,3,0.157894737,19
639,451,FE1032MDRM,8.78E+11,FE1032MDRM,SUPER TALENT,Embedded SSD,Component,Solid State Drive,Embedded SSD,Super Talent 40-pin IDE Horizontal 32GB IDE Flash Disk Module (MLC),39.97,29.9775,3,0,9.9925,Recurring,01-Jan-19,L,0.1,0,Sold,19,3,0.157894737,19
640,3854,CA-BG028,,BG028,be quiet!,ATX Mid Tower,Component,Case,Computer Case,"be quiet! Silent Base 801 ORANGE Mid-Tower ATX Computer Case, Two 140mm Fans, 10mm Extra Thick insulation mats (BG028)",146.58,109.935,3,3.5,33.145,Recurring,01-Jan-19,L,23.85,0,Sold,19,3,0.157894737,19
641,2907,SP-P40NB30,8.72E+11,CGR-P40NB-300,Cougar,Speaker & Headset,Component,Multimedia,Speaker & Headset,Cougar CGR-P40NB-300 Immersa Gaming Headset,49.19,36.8925,15,2.5,9.7975,Recurring,01-Jan-19,Y,1.6,0,Sold,21,15,0.714285714,21
642,2330,PS-250SU,,SS-250SU,Seasonic,Server,Component,Power Supply,Server,Seasonic 250SU 250W 80Plus 1U Server Power Supply,43.05,32.2875,25,2.5,8.2625,Recurring,01-Jan-19,Y,3,0,Sold,21,25,1.19047619,21
643,3439,MB-X370GAP,8.24E+11,X370 GAMING PLUS,MSI,Socket AM4,Component,Motherboard,Desktop,MSI X370 GAMING PLUS Socket AM4/ AMD X370/ DDR4/ 3-Way CrossFireX & 2-Way SLI/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard,132.23,99.1725,25,2.5,30.5575,Recurring,01-Jan-19,Y,4,0,Sold,21,25,1.19047619,21
644,3000,VC-HDMI_MI,8.4E+11,CG582-O-6FEET,VCOM,HDMI,Component,Cable,HDMI,VCOM CG582-O-6FEET 6ft HDMI Male to Mini HDMI Male Cable w/ HDMI v1.3,5.64,0.64,27,0,5,Recurring,01-Jan-19,Y,0.47,0,Sold,21,27,1.285714286,21
645,174,HX424FB2_8,7.41E+11,HX424C15FB2/8,Kingston,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Kingston HyperX Fury HX424C15FB2/8 DDR4-2400 8GB/1Gx64 CL15 Memory,51.25,38.4375,16,2.5,10.3125,Recurring,01-Jan-19,Y,0.13,0,Sold,21,16,0.761904762,21
646,2353,CA-F8PWMCO,8.73E+11,F8 PWM CO / AFACO-080PC-GBA01,ARCTIC,80mm,Component,Fan & Heatsink,Case Fan,ARCTIC F8 PWM CO 80mm Case Fan,7.17,5.3775,18,0,1.7925,Recurring,01-Jan-19,Y,0.25,0,Sold,21,18,0.857142857,21
647,2699,PS-MPY55AC,8.84E+11,MPY-5501-ACAAG-US,Cooler Master,Desktop,Component,Power Supply,Desktop,Cooler Master MWE Gold 550 MPY-5501-ACAAG-US 550W 80 PLUS Gold ATX 12V V2.31 Power Supply,69.7,52.275,20,2.5,14.925,Recurring,01-Jan-19,Y,5.6,0,Sold,21,20,0.952380952,21
648,3156,PM1633A480,,MZILS480HEGR-00007,Samsung,SAS,Component,Solid State Drive,SAS,"Samsung PM1633a Series 480GB 2.5 inch SAS3 Solid State Drive, Retail",225.5,169.125,22,2.5,53.875,Recurring,01-Jan-19,Y,0.28,0,Sold,21,22,1.047619048,21
649,3460,MB-A2SDI4,6.72E+11,A2SDI-4C-HLN4F-O,Supermicro,CPU on Board Combo,Component,Motherboard,CPU on Board Combo,Supermicro A2SDI-4C-HLN4F-O Intel Atom C3558/ DDR4/ SATA3&USB3.0/ M.2/ V&4GbE/ Mini-ITX Motherboard & CPU Combo,300.33,225.2475,23,2.5,72.5825,Recurring,01-Jan-19,Y,5,0,Sold,21,23,1.095238095,21
650,2527,CA-SSDWT2P,8.43E+11,FD-ACC-SSD-A-WT-2P,Fractal Design,Accessory,Component,Hard Drive,Accessory,"Fractal Design SSD Bracket Kit - Type A (White, 2-PACK)",10.25,7.6875,24,2.5,0.0625,Recurring,01-Jan-19,Y,0.24,0,Sold,21,24,1.142857143,21
651,1534,CA-MRK525S,8.45E+11,MRK-525ST,Vantec,External Enclosure,Hardware & Software,External Enclosure,,Vantec NexStar SE MRK-525ST Dual 2.5 inch SATA Mobile Rack (Black),14.86,11.145,10,2.5,1.215,Recurring,01-Jan-19,Y,1.3,0,Sold,21,10,0.476190476,21
652,2043,CA-2UGKKA,8.16E+11,AH-2UGKK-A1,NZXT,Lighting Kit,Component,Case,Case Accessory,NZXT AH-2UGKK-A1 HUE 2 Undergrow model 1 300mm Accessory (Add underglow to your build with ease),29.72,22.29,10,2.5,4.93,Recurring,01-Jan-19,Y,1,0,Sold,21,10,0.476190476,21
653,2233,CA-RM423F1,8.09E+11,RM42300-F1,Chenbro,4U,Component,Server,Server Chassis,Chenbro RM42300-F1 No Power Supply 4U Rackmount Server Chassis,128.13,96.0975,23,10,22.0325,Recurring,01-Jan-19,Y,34,0,Sold,21,23,1.095238095,21
654,580,E5-2667V4,,CM8066002041900,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon E5-2667 v4 Eight-Core Broadwell Processor 3.2GHz 9.6GT/s 25MB LGA 2011-3 CPU, OEM",1942.37,1456.7775,31,2.5,483.0925,Recurring,01-Jan-19,Y,0.13,0,Sold,21,31,1.476190476,21
655,3391,MB-Z270-WS,8.89E+11,Z270-WS,ASUS,Socket 1151,Component,Motherboard,Desktop,Asus Z270-WS LGA1151/ Intel Z270/ DDR4/ 4-Way CrossFireX & 4-Way SLI/ SATA3&USB3.1/ M.2&U.2/ A&GbE/ ATX Motherboard,388.47,291.3525,26,2.5,94.6175,Recurring,01-Jan-19,Y,5.29,0,Sold,21,26,1.238095238,21
656,2208,PS-TPD0850,8.41E+11,PS-TPD-0850MPCGUS-1,Thermaltake,Desktop,Component,Power Supply,Desktop,Thermaltake Toughpower PS-TPD-0850MPCGUS-1 850W 80 PLUS Gold ATX12V V2.3 & EPS12V Power Supply (Black),111.21,83.4075,21,2.5,25.3025,Recurring,01-Jan-19,Y,8.75,0,Sold,21,21,1,21
657,2520,CA-SL14WT,8.43E+11,FD-FAN-PRI-SL14-WT,Fractal Design,140mm,Component,Fan & Heatsink,Case Fan,Fractal Design Prisma SL-14 White FD-FAN-PRI-SL14-WT 140mm Case Fan ,15.37,11.5275,29,2.5,1.3425,Recurring,01-Jan-19,Y,0.43,0,Sold,21,29,1.380952381,21
