List No,Item No,UPC Code,Manufacturer No,Manufacturer,Category,Category Path 1,Category Path 2,Category Path 3,Product Name,Price(USD),Inventory,STOCK TYPE,Date,In Stock,weight(lb),SaleRate,SaleRateNew
1379,SYN-DS418J,8.47E+11,DS418J,Synology,Home & SOHO,Component,NAS / DAS / SAN,NAS,Synology DiskStation DS418J 4-Bay Desktop NAS for Home&SOHO,317.24,31,Recurring,01 January 2019,Y,9.11,0.176513229,0.166666667
1379,SYN-DS418J,8.47E+11,DS418J,Synology,Home & SOHO,Component,NAS / DAS / SAN,NAS,Synology DiskStation DS418J 4-Bay Desktop NAS for Home&SOHO,,,,,,,0.176513229,0.166666667
2787,IM-KW5583,7.12E+11,KW5583,Kasda,Wireless Router,Component,Networking,Wireless Networking,Kasda KW5583 300Mbps Wi-Fi Range Extender w/ 2x External 3dBi Antennas,26.09,9,Recurring,01 January 2019,Y,0.75,0.604244694,0.166666667
2787,IM-KW5583,7.12E+11,KW5583,Kasda,Wireless Router,Component,Networking,Wireless Networking,Kasda KW5583 300Mbps Wi-Fi Range Extender w/ 2x External 3dBi Antennas,,,,,,,0.604244694,0.166666667
2156,PS-12ABCN2,6.78E+11,R-FSP120-ABCN2,Sparkle,Battery & Charger,PC & Laptop,Accessory,Battery & Charger,Sparkle R-FSP120-ABCN2 120W 19V Notebook Power Adapter,33.82,7,Recurring,01 January 2019,Y,2.5,0.608346709,0.166666667
1582,FM-H50336,6.49E+11,H50336,Hiro,Wireless Network Adapter,Component,Networking,Wireless Networking,HiRO H50336 Intel 82574L PCIe PCI Express PCI-E x1 Gigabit Ethernet Network Adapter PXE WOL VLAN VMware ESXi Windows 10 plug n play no driver installation needed Windows 8.1 8 7 Compatible,18.45,7,Recurring,01 January 2019,Y,0.37,0.608346709,0.166666667
2156,PS-12ABCN2,6.78E+11,R-FSP120-ABCN2,Sparkle,Battery & Charger,PC & Laptop,Accessory,Battery & Charger,Sparkle R-FSP120-ABCN2 120W 19V Notebook Power Adapter,,,,,,,0.608346709,0.166666667
1582,FM-H50336,6.49E+11,H50336,Hiro,Wireless Network Adapter,Component,Networking,Wireless Networking,HiRO H50336 Intel 82574L PCIe PCI Express PCI-E x1 Gigabit Ethernet Network Adapter PXE WOL VLAN VMware ESXi Windows 10 plug n play no driver installation needed Windows 8.1 8 7 Compatible,,,,,,,0.608346709,0.166666667
1496,STUSB2SATA,9.00E+11,USB2-SATA,iMicro,USB Cable,Component,Cable,USB Cable,iMicro USB2-SATA USB 2.0 to SATA/IDE Cable,15.89,9,Recurring,01 January 2019,Y,0.6,0.634207241,0.166666667
2399,CA-MCP2133,,MCP-220-00133-0B,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro MCP-220-00133-0B Gen 8 Hot-Swap 3.5 inch Drive Tray (Black) ,21.53,9,Recurring,01 January 2019,Y,1,0.634207241,0.166666667
3459,MB-H11SLIO,6.72E+11,MBD-H11SSL-I-O,Supermicro,Others,Component,Motherboard,Desktop,Supermicro MBD-H11SSL-I-O Socket SP3/ System on Chip/ DDR4/ SATA3&USB3.0/ V&2GbE/ ATX Motherboard ,380.28,9,Recurring,01 January 2019,Y,4.3,0.634207241,0.166666667
1496,STUSB2SATA,9.00E+11,USB2-SATA,iMicro,USB Cable,Component,Cable,USB Cable,iMicro USB2-SATA USB 2.0 to SATA/IDE Cable,,,,,,,0.634207241,0.166666667
2399,CA-MCP2133,,MCP-220-00133-0B,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro MCP-220-00133-0B Gen 8 Hot-Swap 3.5 inch Drive Tray (Black) ,,,,,,,0.634207241,0.166666667
3459,MB-H11SLIO,6.72E+11,MBD-H11SSL-I-O,Supermicro,Others,Component,Motherboard,Desktop,Supermicro MBD-H11SSL-I-O Socket SP3/ System on Chip/ DDR4/ SATA3&USB3.0/ V&2GbE/ ATX Motherboard ,,,,,,,0.634207241,0.166666667
2265,CA-50520B,6.72E+11,CSE-505-203B,Supermicro,1U,Component,Server,Server Chassis,Supermicro SuperChassis CSE-505-203B 200W 1U Rackmount Server Chassis (Black),117.87,10,Recurring,01 January 2019,Y,10,0.673033708,0.166666667
2265,CA-50520B,6.72E+11,CSE-505-203B,Supermicro,1U,Component,Server,Server Chassis,Supermicro SuperChassis CSE-505-203B 200W 1U Rackmount Server Chassis (Black),,,,,,,0.673033708,0.166666667
1331,INT-T4V2,7.36E+11,I350T4V2,Intel,Wired Network Adapter,Component,Networking,Wired Networking,Intel I350T4V2 Quad Port PCI-Express x4 Ethernet Server Adapter ,358.75,8,Recurring,01 January 2019,Y,0.42,0.675561798,0.166666667
1331,INT-T4V2,7.36E+11,I350T4V2,Intel,Wired Network Adapter,Component,Networking,Wired Networking,Intel I350T4V2 Quad Port PCI-Express x4 Ethernet Server Adapter ,,,,,,,0.675561798,0.166666667
3806,CA-EARLKA2,,EARLKASE RGB V2,DEEPCOOL,ATX Mid Tower,Component,Case,Computer Case,DEEPCOOL EARLKASE RGB V2 No Power Supply ATX Mid Tower (Black),65.6,10,Recurring,01 January 2019,Y,17.6,0.680898876,0.166666667
3806,CA-EARLKA2,,EARLKASE RGB V2,DEEPCOOL,ATX Mid Tower,Component,Case,Computer Case,DEEPCOOL EARLKASE RGB V2 No Power Supply ATX Mid Tower (Black),,,,,,,0.680898876,0.166666667
3920,UPS-SC450R,7.31E+11,SC450RM1U,APC,UPS,Component,Power Protection / UPS,UPS,APC Smart-UPS SC SC450RM1U 4-Outlet 280W/450VA 120V 1U Rackmount UPS System,157.85,10,Recurring,01 January 2019,Y,27.1,0.692134831,0.166666667
3920,UPS-SC450R,7.31E+11,SC450RM1U,APC,UPS,Component,Power Protection / UPS,UPS,APC Smart-UPS SC SC450RM1U 4-Outlet 280W/450VA 120V 1U Rackmount UPS System,,,,,,,0.692134831,0.166666667
1984,FAN-BK010,,BK010,be quiet!,LGA 2011,Component,Fan & Heatsink,CPU Fan & Heatsink,be quiet! BK010 Shadow Rock Slim  - CPU Cooler - 160W TDP Intel: 775 / 1150 / 1155 / 1156 / 1366 / 2011 AMD: AM2 (+) / AM3 (+) / FM1 / FM2 / 754 / 939 / 940,49.2,7,Recurring,01 January 2019,Y,2.42,0.711075441,0.166666667
2071,FAN-BGG900,8.54E+11,FAN GRILL 90MM,Bgears,Case Fan Accessory,Component,Fan & Heatsink,Case Fan Accessory,Bgears BG01350 90mm Fan Grill - 2 Pack,3.48,7,Recurring,01 January 2019,Y,0.1,0.711075441,0.166666667
2937,MPC-ARENAO,8.72E+11,CGR-BXRBS5H-ARE,Cougar,Mouse Pad,Component,Input & Output Device,Mouse Pad,Cougar CGR-BXRBS5H-ARE ARENA Gaming Mouse Pad (Orange),19.37,7,Recurring,01 January 2019,Y,2,0.711075441,0.166666667
1984,FAN-BK010,,BK010,be quiet!,LGA 2011,Component,Fan & Heatsink,CPU Fan & Heatsink,be quiet! BK010 Shadow Rock Slim  - CPU Cooler - 160W TDP Intel: 775 / 1150 / 1155 / 1156 / 1366 / 2011 AMD: AM2 (+) / AM3 (+) / FM1 / FM2 / 754 / 939 / 940,,,,,,,0.711075441,0.166666667
2071,FAN-BGG900,8.54E+11,FAN GRILL 90MM,Bgears,Case Fan Accessory,Component,Fan & Heatsink,Case Fan Accessory,Bgears BG01350 90mm Fan Grill - 2 Pack,,,,,,,0.711075441,0.166666667
2937,MPC-ARENAO,8.72E+11,CGR-BXRBS5H-ARE,Cougar,Mouse Pad,Component,Input & Output Device,Mouse Pad,Cougar CGR-BXRBS5H-ARE ARENA Gaming Mouse Pad (Orange),,,,,,,0.711075441,0.166666667
3536,EN-TS4738G,8.85E+11,TS-473-8G-US,QNAP,SMB,Component,NAS / DAS / SAN,NAS,QNAP TS-473-8G-US AMD R-Series RX-421ND 2.1GHz/ 8GB DDR4/ 4GbE/ 4SATA3/ USB3.0/ 4-Bay Tower NAS for SMB,819.49,8,Recurring,01 January 2019,Y,16,0.787921348,0.166666667
3134,P3700OE400,,SSDPEDMD400G4,Intel,PCI-E/Mini PCI-E,Component,Solid State Drive,PCI-E/Mini PCI-E,Intel DC P3700 Series SSDPEDMD400G4 400GB HHHL (CEM2.0) PCI-Express 3.0 x4 Solid State Drive (MLC),562.72,8,Recurring,01 January 2019,Y,0.58,0.787921348,0.166666667
3138,P6000P256G,7.36E+11,SSDPEKKF256G7X1,Intel,M.2,Component,Solid State Drive,M.2,Intel Pro 6000p Series SSDPEKKF256G7X1 256GB M.2 80mm PCI-Express 3.0 x4 Solid State Drive (TLC),101.48,8,Recurring,01 January 2019,Y,0.2,0.787921348,0.166666667
3536,EN-TS4738G,8.85E+11,TS-473-8G-US,QNAP,SMB,Component,NAS / DAS / SAN,NAS,QNAP TS-473-8G-US AMD R-Series RX-421ND 2.1GHz/ 8GB DDR4/ 4GbE/ 4SATA3/ USB3.0/ 4-Bay Tower NAS for SMB,,,,,,,0.787921348,0.166666667
3134,P3700OE400,,SSDPEDMD400G4,Intel,PCI-E/Mini PCI-E,Component,Solid State Drive,PCI-E/Mini PCI-E,Intel DC P3700 Series SSDPEDMD400G4 400GB HHHL (CEM2.0) PCI-Express 3.0 x4 Solid State Drive (MLC),,,,,,,0.787921348,0.166666667
3138,P6000P256G,7.36E+11,SSDPEKKF256G7X1,Intel,M.2,Component,Solid State Drive,M.2,Intel Pro 6000p Series SSDPEKKF256G7X1 256GB M.2 80mm PCI-Express 3.0 x4 Solid State Drive (TLC),,,,,,,0.787921348,0.166666667
3455,MB-X299WSI,,X299 WSI/IPMI,ASRock,Socket 2066,Component,Motherboard,Desktop,ASRock X299 WSI/IPMI LGA2066/ Intel X299/ DDR4/ SATA3&USB3.1/ V&2GbE/ Mini-ITX Motherboard,302.38,2,Recurring,01 January 2019,L,5,0.887640449,0.166666667
3455,MB-X299WSI,,X299 WSI/IPMI,ASRock,Socket 2066,Component,Motherboard,Desktop,ASRock X299 WSI/IPMI LGA2066/ Intel X299/ DDR4/ SATA3&USB3.1/ V&2GbE/ Mini-ITX Motherboard,,,,,,,0.887640449,0.166666667
3687,TP-UH700,8.46E+11,UH700,TP-Link,USB/Firewire/HUB,Component,Networking,USB/Firewire/HUB,BLS8G4D240FSCK,30.75,1,Recurring,01 January 2019,L,1.28,0.95505618,0.166666667
2974,VC511-25BL,8.40E+11,NP511-25-BLUE,VCOM,Ethernet Cable,Component,Cable,Cat5 Cable,VCOM NP511-25-BLUE 25ft Cat5e UTP Molded Patch Cable (Blue),8.1,1,Recurring,01 January 2019,L,0.42,0.95505618,0.166666667
3687,TP-UH700,8.46E+11,UH700,TP-Link,USB/Firewire/HUB,Component,Networking,USB/Firewire/HUB,TP-Link UH700 USB 3.0 7-Port Hub,,,,,,,0.95505618,0.166666667
2974,VC511-25BL,8.40E+11,NP511-25-BLUE,VCOM,Ethernet Cable,Component,Cable,Cat5 Cable,VCOM NP511-25-BLUE 25ft Cat5e UTP Molded Patch Cable (Blue),,,,,,,0.95505618,0.166666667
2499,CA-R6C-GY,8.43E+11,FD-CA-DEF-R6C-GY,Fractal Design,ATX Mid Tower,Component,Case,Computer Case,Fractal Design Define R6 USB-C Gunmetal No Power Supply ATX Mid Tower (Gunmetal) ,153.75,10,Recurring,01 January 2019,Y,31,0.649438202,0.169491525
2499,CA-R6C-GY,8.43E+11,FD-CA-DEF-R6C-GY,Fractal Design,ATX Mid Tower,Component,Case,Computer Case,Fractal Design Define R6 USB-C Gunmetal No Power Supply ATX Mid Tower (Gunmetal) ,,,,,,,0.649438202,0.169491525
2715,CA-CK530R1,8.84E+11,CK-530-GKGR1-US,Cooler Master,Keyboard,Component,Input & Output Device,Keyboard,Cooler Master CK-530-GKGR1-US USB Wired Keyboard w/ Red Switch (Gunmetal),66.63,10,Recurring,01 January 2019,Y,2.5,0.65505618,0.169491525
2705,CA-MPAMP86,8.84E+11,MPA-MP860-OSA-N1,Cooler Master,Mouse Pad,Component,Input & Output Device,Mouse Pad,Cooler Master Masteraccessory MP860 MPA-MP860-OSA-N1 Mousepad Hard W/ Soft Double Side,75.85,10,Recurring,01 January 2019,Y,1.8,0.65505618,0.169491525
2715,CA-CK530R1,8.84E+11,CK-530-GKGR1-US,Cooler Master,Keyboard,Component,Input & Output Device,Keyboard,Cooler Master CK-530-GKGR1-US USB Wired Keyboard w/ Red Switch (Gunmetal),,,,,,,0.65505618,0.169491525
2705,CA-MPAMP86,8.84E+11,MPA-MP860-OSA-N1,Cooler Master,Mouse Pad,Component,Input & Output Device,Mouse Pad,Cooler Master Masteraccessory MP860 MPA-MP860-OSA-N1 Mousepad Hard W/ Soft Double Side,,,,,,,0.65505618,0.169491525
216,KSM24ES_8M,7.41E+11,KSM24ES8/8ME,Kingston,Server DDR4,Component,DRAM Memory,Server DRAM,Kingston KSM24ES8/8ME DDR4-2400 8GB/1Gx72 ECC CL17 Server Memory,71.75,10,Recurring,01 January 2019,Y,0.06,0.1,0.169811321
216,KSM24ES_8M,7.41E+11,KSM24ES8/8ME,Kingston,Server DDR4,Component,DRAM Memory,Server DRAM,Kingston KSM24ES8/8ME DDR4-2400 8GB/1Gx72 ECC CL17 Server Memory,,,,,,,0.1,0.169811321
3365,MB-X299GI9,,X299 PROFESSIONAL GAMING I9,ASRock,Socket 2066,Component,Motherboard,Desktop,ASRock X299 PROFESSIONAL GAMING I9 LGA2066/ Intel X299/ DDR4/ Quad CrossFireX & Quad SLI/ SATA3&USB3.1/ M.2/ WiFi/ A&3GbE/ ATX Motherboard,388.47,9,Recurring,01 January 2019,Y,5,0.660424469,0.169811321
3365,MB-X299GI9,,X299 PROFESSIONAL GAMING I9,ASRock,Socket 2066,Component,Motherboard,Desktop,ASRock X299 PROFESSIONAL GAMING I9 LGA2066/ Intel X299/ DDR4/ Quad CrossFireX & Quad SLI/ SATA3&USB3.1/ M.2/ WiFi/ A&3GbE/ ATX Motherboard,,,,,,,0.660424469,0.169811321
2114,UPS-SMT15C,7.31E+11,SMT1500C,APC,UPS,Component,Power Protection / UPS,UPS,APC Smart-UPS SMT1500C 8-Outlet 1000W/1440VA 120V LCD UPS System w/ SmartConnect,473.55,9,Recurring,01 January 2019,Y,60,0.680399501,0.169811321
3483,MB-X9DRENB,6.72E+11,X9DRE-LN4F-B,Supermicro,LGA 2011,Component,Motherboard,Server,Supermicro X9DRE-LN4F-B Dual LGA2011/ Intel C602/ DDR3/ SATA3/ V&4GbE/ Extended ATX Server Motherboard,474.57,9,Recurring,01 January 2019,Y,5,0.680399501,0.169811321
2222,SY-RB14604,8.09E+11,RB14604T3F1XSPS,Chenbro,1U,Component,Server,Server Chassis,Chenbro RB14604T3F1XSPS 400W 1U 4-bay Entry Level Barebone System,476.62,9,Recurring,01 January 2019,Y,29,0.680399501,0.169811321
2114,UPS-SMT15C,7.31E+11,SMT1500C,APC,UPS,Component,Power Protection / UPS,UPS,APC Smart-UPS SMT1500C 8-Outlet 1000W/1440VA 120V LCD UPS System w/ SmartConnect,,,,,,,0.680399501,0.169811321
3483,MB-X9DRENB,6.72E+11,X9DRE-LN4F-B,Supermicro,LGA 2011,Component,Motherboard,Server,Supermicro X9DRE-LN4F-B Dual LGA2011/ Intel C602/ DDR3/ SATA3/ V&4GbE/ Extended ATX Server Motherboard,,,,,,,0.680399501,0.169811321
2222,SY-RB14604,8.09E+11,RB14604T3F1XSPS,Chenbro,1U,Component,Server,Server Chassis,Chenbro RB14604T3F1XSPS 400W 1U 4-bay Entry Level Barebone System,,,,,,,0.680399501,0.169811321
91,W1333SB8GV,8.78E+11,W1333SB8GV(SZ),SUPER TALENT,DDR3 1333,Component,DRAM Memory,Notebook DRAM,Super Talent DDR3-1333 SODIMM 8GB Value Notebook Memory,59.45,10,Recurring,01 January 2019,Y,0.05,0.696629213,0.169811321
91,W1333SB8GV,8.78E+11,W1333SB8GV(SZ),SUPER TALENT,DDR3 1333,Component,DRAM Memory,Notebook DRAM,Super Talent DDR3-1333 SODIMM 8GB Value Notebook Memory,,,,,,,0.696629213,0.169811321
2215,PS-850GUSR,8.41E+11,PS-TPG-0850FPCGUS-R,Thermaltake,Desktop,Component,Power Supply,Desktop,Thermaltake Toughpower Grand RGB PS-TPG-0850FPCGUS-R 850W 80 PLUS Gold ATX12V 2.4 & EPS12V 2.92 Power Supply w/ Active PFC & Full Modular (Black),117.87,8,Recurring,01 January 2019,Y,8,0.581460674,0.170212766
2215,PS-850GUSR,8.41E+11,PS-TPG-0850FPCGUS-R,Thermaltake,Desktop,Component,Power Supply,Desktop,Thermaltake Toughpower Grand RGB PS-TPG-0850FPCGUS-R 850W 80 PLUS Gold ATX12V 2.4 & EPS12V 2.92 Power Supply w/ Active PFC & Full Modular (Black),,,,,,,0.581460674,0.170212766
146,D426LR64S3,,M386A8K40CM2-CTD,Samsung,Server DDR4,Component,DRAM Memory,Server DRAM,Samsung DDR4-2666 64GB/4Gx4 ECC Load Reduced Server Memory,348.5,8,Recurring,01 January 2019,Y,0.09,0.748595506,0.170212766
146,D426LR64S3,,M386A8K40CM2-CTD,Samsung,Server DDR4,Component,DRAM Memory,Server DRAM,Samsung DDR4-2666 64GB/4Gx4 ECC Load Reduced Server Memory,,,,,,,0.748595506,0.170212766
2414,CA-SNK063P,6.72E+11,SNK-P0063P,Supermicro,Server,Component,Fan & Heatsink,CPU Fan & Heatsink,Supermicro SNK-P0063P 2U Passive CPU Heat Sink Socket OLGA4094,30.75,8,Recurring,01 January 2019,Y,1,0.789325843,0.170212766
3988,CA-AC60W30,8.86E+11,BFA-ACL-60WK30-RP,BitFenix,Lighting Kit,Component,Case,Case Accessory,BitFenix Alchemy Connect 60cm LED Strips (White),20.4,8,Recurring,01 January 2019,Y,0.2,0.789325843,0.170212766
1901,CA-XQ3GN2,8.37E+11,X-QPACK3-GN,Apevia,MicroATX Case,Component,Case,Computer Case,Apevia X-Qpack3 No Power Supply MicroATX Case (Black/Green),49.2,8,Recurring,01 January 2019,Y,12.5,0.789325843,0.170212766
3020,VC-DM_HFAD,8.40E+11,CA312-ADAPTER,VCOM,DVI Cable,Component,Cable,DVI Cable,VCOM CA312-ADAPTER DVI-D Male to HDMI Female Adapter,5.13,8,Recurring,01 January 2019,Y,0.14,0.789325843,0.170212766
2683,CA-902KKN2,8.84E+11,RC-902XB-KKN2,Cooler Master,HTPC Case,Component,Case,HTPC Case,Cooler Master HAF XB II EVO No Power Supply ATX HTPC Case (Black),102.5,8,Recurring,01 January 2019,Y,22,0.789325843,0.170212766
2406,CA-MCP2959,6.72E+11,MCP-290-00059-0B,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro MCP-290-00059-0B 4U Rackmount Rail Kit,66.11,8,Recurring,01 January 2019,Y,21,0.789325843,0.170212766
4065,CA-CLW233A,8.41E+11,CL-W233-PL12SW-A,Thermaltake,Liquid Cooling,Component,Fan & Heatsink,Liquid Cooling,Thermaltake Water 3.0 240 ARGB Sync 240mm All In One CPU Liquid Cooler for Intel LGA 2066/20113/2011/1366/1156/1155/1151/1150 & AMD Socket FM2/FM1/AM4/AM3+/AM3/AM2+/AM2,126.07,8,Recurring,01 January 2019,Y,3,0.789325843,0.170212766
2723,PS-HCG850E,7.61E+11,HCG850 EXTREME,Antec,Desktop,Component,Power Supply,Desktop,Antec High Current Gamer Extreme Series HCG850 EXTREME 850W 80 PLUS Gold ATX12V v2.4 Power Supply,143.5,8,Recurring,01 January 2019,Y,7.3,0.789325843,0.170212766
2726,FAN-K120,7.61E+11,K120,Antec,Liquid Cooling,Component,Fan & Heatsink,Liquid Cooling,Antec KUHLER H2O K Series K120 120mm CPU Liquid Cooling System,57.4,8,Recurring,01 January 2019,Y,3,0.789325843,0.170212766
3231,AS-S530FAI,1.93E+11,S530FA-DB51-IG,ASUS,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,Asus VivoBook S530FA-DB51-IG 15.6 inch Intel Core i5-8265U 1.6GHz/ 8GB DDR4/ 256GB SSD/ USB3.1/ Windows 10 Notebook (Icicle Gold w/ White Trim),706.22,8,Recurring,01 January 2019,Y,6.3,0.789325843,0.170212766
2414,CA-SNK063P,6.72E+11,SNK-P0063P,Supermicro,Server,Component,Fan & Heatsink,CPU Fan & Heatsink,Supermicro SNK-P0063P 2U Passive CPU Heat Sink Socket OLGA4094,,,,,,,0.789325843,0.170212766
3988,CA-AC60W30,8.86E+11,BFA-ACL-60WK30-RP,BitFenix,Lighting Kit,Component,Case,Case Accessory,BitFenix Alchemy Connect 60cm LED Strips (White),,,,,,,0.789325843,0.170212766
1901,CA-XQ3GN2,8.37E+11,X-QPACK3-GN,Apevia,MicroATX Case,Component,Case,Computer Case,Apevia X-Qpack3 No Power Supply MicroATX Case (Black/Green),,,,,,,0.789325843,0.170212766
3020,VC-DM_HFAD,8.40E+11,CA312-ADAPTER,VCOM,DVI Cable,Component,Cable,DVI Cable,VCOM CA312-ADAPTER DVI-D Male to HDMI Female Adapter,,,,,,,0.789325843,0.170212766
2683,CA-902KKN2,8.84E+11,RC-902XB-KKN2,Cooler Master,HTPC Case,Component,Case,HTPC Case,Cooler Master HAF XB II EVO No Power Supply ATX HTPC Case (Black),,,,,,,0.789325843,0.170212766
2406,CA-MCP2959,6.72E+11,MCP-290-00059-0B,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro MCP-290-00059-0B 4U Rackmount Rail Kit,,,,,,,0.789325843,0.170212766
4065,CA-CLW233A,8.41E+11,CL-W233-PL12SW-A,Thermaltake,Liquid Cooling,Component,Fan & Heatsink,Liquid Cooling,Thermaltake Water 3.0 240 ARGB Sync 240mm All In One CPU Liquid Cooler for Intel LGA 2066/20113/2011/1366/1156/1155/1151/1150 & AMD Socket FM2/FM1/AM4/AM3+/AM3/AM2+/AM2,,,,,,,0.789325843,0.170212766
2723,PS-HCG850E,7.61E+11,HCG850 EXTREME,Antec,Desktop,Component,Power Supply,Desktop,Antec High Current Gamer Extreme Series HCG850 EXTREME 850W 80 PLUS Gold ATX12V v2.4 Power Supply,,,,,,,0.789325843,0.170212766
2726,FAN-K120,7.61E+11,K120,Antec,Liquid Cooling,Component,Fan & Heatsink,Liquid Cooling,Antec KUHLER H2O K Series K120 120mm CPU Liquid Cooling System,,,,,,,0.789325843,0.170212766
3231,AS-S530FAI,1.93E+11,S530FA-DB51-IG,ASUS,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,Asus VivoBook S530FA-DB51-IG 15.6 inch Intel Core i5-8265U 1.6GHz/ 8GB DDR4/ 256GB SSD/ USB3.1/ Windows 10 Notebook (Icicle Gold w/ White Trim),,,,,,,0.789325843,0.170212766
2459,FAN-MLWD12,8.84E+11,MLW-D12M-A20PC-R1,Cooler Master,Liquid Cooling,Component,Fan & Heatsink,Liquid Cooling,Cooler Master MasterLiquid ML120L RGB All-In-One Liquid Cooler for LGA 2066/ 2011-v3/2011/1156/1155/1151/1150/1366/775 & AMD Socket AM4/AM3+/AM3/AM2+/AM2/FM2+/FM2/FM1,56.89,9,Recurring,01 January 2019,Y,3,0.61423221,0.173076923
2459,FAN-MLWD12,8.84E+11,MLW-D12M-A20PC-R1,Cooler Master,Liquid Cooling,Component,Fan & Heatsink,Liquid Cooling,Cooler Master MasterLiquid ML120L RGB All-In-One Liquid Cooler for LGA 2066/ 2011-v3/2011/1156/1155/1151/1150/1366/775 & AMD Socket AM4/AM3+/AM3/AM2+/AM2/FM2+/FM2/FM1,,,,,,,0.61423221,0.173076923
4016,PS-SPG750G,8.41E+11,PS-SPG-0750DPCGUS-G,Thermaltake,Desktop,Component,Power Supply,Desktop,Thermaltake Smart DPS G 750W 80 PLUS Gold ATX 12V 2.31 & SSI EPS 12V 2.92 Power Supply (Black) ,87.64,9,Recurring,01 January 2019,Y,6,0.619225968,0.173076923
4016,PS-SPG750G,8.41E+11,PS-SPG-0750DPCGUS-G,Thermaltake,Desktop,Component,Power Supply,Desktop,Thermaltake Smart DPS G 750W 80 PLUS Gold ATX 12V 2.31 & SSI EPS 12V 2.92 Power Supply (Black) ,,,,,,,0.619225968,0.173076923
1913,EV-1600G2X,8.43E+11,120-G2-1600-X1,EVGA,Desktop,Component,Power Supply,Desktop,EVGA SuperNOVA 1600 G2 120-G2-1600-X1 1600W 80 PLUS Gold ATX12V & EPS12V Power Supply ,410,8,Recurring,01 January 2019,Y,14.45,0.1,0.173913043
1913,EV-1600G2X,8.43E+11,120-G2-1600-X1,EVGA,Desktop,Component,Power Supply,Desktop,EVGA SuperNOVA 1600 G2 120-G2-1600-X1 1600W 80 PLUS Gold ATX12V & EPS12V Power Supply ,,,,,,,0.1,0.173913043
2718,CA-MP750XL,8.84E+11,MPA-MP750-XL,Cooler Master,Mouse Pad,Component,Input & Output Device,Mouse Pad,Cooler Master MP750 Mouse Pad (XL SIZE),55.35,10,Recurring,01 January 2019,Y,2.4,0.653932584,0.175438596
2718,CA-MP750XL,8.84E+11,MPA-MP750-XL,Cooler Master,Mouse Pad,Component,Input & Output Device,Mouse Pad,Cooler Master MP750 Mouse Pad (XL SIZE),,,,,,,0.653932584,0.175438596
2024,CA-ARMOR,8.72E+11,ARMOR,Cougar,Gaming Accessory,Electronics,Gaming Accessory,,Cougar Armor Gaming Chair (Orange),192.7,10,Recurring,01 January 2019,Y,46.3,0.657303371,0.175438596
2024,CA-ARMOR,8.72E+11,ARMOR,Cougar,Gaming Accessory,Electronics,Gaming Accessory,,Cougar Armor Gaming Chair (Orange),,,,,,,0.657303371,0.175438596
2944,VC514-BLAC,8.40E+11,NC514-1000-BLACK,VCOM,Ethernet Cable,Component,Cable,Cat5 Cable,VCOM NC514-1000-BLACK 1000ft Cat5e Solid UTP Cable (Black),113.72,10,Recurring,01 January 2019,Y,20.97,0.670786517,0.175438596
2944,VC514-BLAC,8.40E+11,NC514-1000-BLACK,VCOM,Ethernet Cable,Component,Cable,Cat5 Cable,VCOM NC514-1000-BLACK 1000ft Cat5e Solid UTP Cable (Black),,,,,,,0.670786517,0.175438596
2376,CA-CL12YLA,8.41E+11,CL-F038-PL12YL-A,Thermaltake,120mm,Component,Fan & Heatsink,Case Fan,Thermaltake Riing 120mm Yellow LED Case Fan,11.27,9,Recurring,01 January 2019,Y,0.47,0.625468165,0.176470588
2376,CA-CL12YLA,8.41E+11,CL-F038-PL12YL-A,Thermaltake,120mm,Component,Fan & Heatsink,Case Fan,Thermaltake Riing 120mm Yellow LED Case Fan,,,,,,,0.625468165,0.176470588
3053,W1066UB4GV,,W1066UB4GV,SUPER TALENT,DDR3 1066,Component,DRAM Memory,Desktop DRAM,Super Talent DDR3-1066 4GB/256Mx8 CL7 Value Memory,36.9,3,Recurring,01 January 2019,L,0.08,0.072578196,0.177777778
3053,W1066UB4GV,,W1066UB4GV,SUPER TALENT,DDR3 1066,Component,DRAM Memory,Desktop DRAM,Super Talent DDR3-1066 4GB/256Mx8 CL7 Value Memory,4.1,212,,,,,0.072578196,0.177777778
2021,CA-PURITAS,1.93E+11,PURITAS RGB,Cougar,ATX Mid Tower,Component,Case,Computer Case,Cougar PURITAS RGB No Power Supply ATX Mid Tower w/ Window,130.17,33,Recurring,01 January 2019,Y,29,0.127340824,0.177777778
2021,CA-PURITAS,1.93E+11,PURITAS RGB,Cougar,ATX Mid Tower,Component,Case,Computer Case,Cougar PURITAS RGB No Power Supply ATX Mid Tower w/ Window,99.43,524,,,,,0.127340824,0.177777778
473,ST3U28GR4,8.78E+11,ST3U28GR4,SUPER TALENT,USB 3.0 ,Component,USB Drive,USB 3.0,Super Talent 128GB Express RC4 USB 3.0 Flash Drive (MLC),193.73,30,Recurring,01 January 2019,Y,0.15,0.153932584,0.177777778
